formid;name;werkjahr;jahrgang;titel;art;descr;web;dauer;rechte;lizenz;img1;img2;img3
181;"Daniel  Marti";2017;(1972);"l'eros sacré, l'espace sacré, le corpse sacré, Ancienne Synagogue Hégenheim, Butoh Off Festival, November 7-13 2016, Performance Documentary";Dokumentation/Dokumentarfilm;"Im November 2016 vergangenes Jahr haben die TänzerIn Flavia Ghisalberti, Performance Aktivist und Medienkünstler Daniel Marti sowie der Experimentalmusiker Frank Heierli, sowie viele weitere verdienstvolle Freiwillige HelferInnen es ermöglicht in der alten Synagoge von Hégenheim, ein poetisches-sinnliches Festival der Künste, mit Tanz und Performance zu organisieren. Die Performances fanden alle am Samstag den 12 November statt und umfasste Darbietungen von bildenden Künstler_Innen, sowohl als auch Tänzer_Innen oder Performern. Von Semi-professionellen bis Laiendarbeitungen, war das älteste aktive Mitglied mit über neunzig Lenzen der Basler oder vielmehr Riehener Butohtänzer Albrecht Josephy. Selbst wenn das Medium Video dem Liveevent Performance nicht in jeder Hinsicht gerecht werden kann, so möchten wir mit diesem Format der Videodokumentation dennoch versuchen, ein wenig von dem Geist auf andere zu übertragen, der in diesen Tagen vergangenen Jahres, durch die altehrwürdigen Mauern der Synagoge geweht sind und alle Interessierten daran teilhaben lassen.";wegorythm.net;"32:38 [min]";hgk;cc-by;cat/181.00008.med.png;cat/181.00015.med.png;cat/181.00022.med.png
183;"Mat  Branger";2016;(1977);"Minä Metsä (i forest)";Kunstvideo;"i forest - a dance performance video by lumi dsu ranger & eréndira reindeer";https://vimeo.com/180778037;3:03;internet;cc-by;cat/183.00009.med.png;cat/183.00017.med.png;cat/183.00025.med.png
184;"Mat  Branger";2015;(1977);Superstition;Essayfilm;"superstition |ˌso͞opərˈstiSHən|
noun
excessively credulous belief in and reverence for supernatural beings: he dismissed the ghost stories as mere superstition.
• a widely held but unjustified belief in supernatural causation leading to certain consequences of an action or event, or a practice based on such a belief: she touched her locket for luck, a superstition she had had since childhood.
ORIGIN Middle English: from Old French, or from Latin superstitio(n-), from super- ‘over’ + stare ‘to stand’ (perhaps from the notion of “standing over” something in awe).";https://vimeo.com/137817322;3:00;internet;cc-by;cat/184.00009.med.png;cat/184.00017.med.png;cat/184.00025.med.png
185;"dsucolor  ranger";2017;(1977);"shadow painting - interactive video installation";Installation;"shadow painting - interactive video installation

shadow painting is an interactive live setup where performers or spectators can play and interact in realtime with a live video projection. Designed as responsive background / video projection shadow painting can be used for live performances or as interactive video installation for public to play.


Imagine yourself just standing in front of a video projection on a wall. With your hands and body you can now create shadows and lightspots on the projection. Like visual reflections and echoes these shadows begin to reappear in the projection, changing and moving its colors and forms, growing lighter or darker. You are actually designing colors and forms by your shadow on the wall. The projection becomes a live painting that animates to interact and play with.


As participative responsive video installation shadow painting works best in a space with not too much light, but where always some people pass, so the projection will stay always in movement inviting people to actively participate and play. It's suitable as a magic painting on a wall, a miraculous window or special door.


artist: Mat Branger aka. dsu ranger, Basel, Switzerland
year: 2017
series: #dsucolor2017
type: interactive live setup / responsive video installation
use: for performance / as public installation
format: projection surface (door, windows, wall) in front of busy space
size: min. 100x80mm / max. 600x300mm";https://flxer.net/dsu/performances/shadow-painting-interactive-video-installation/;open;internet;cc-by;cat/185.00008.med.png;cat/185.00015.med.png;cat/185.00022.med.png
186;"Adriana  Amodei";2017;(1951);SOLITUDO;Kunstvideo;"Nella folla dei profughi, in fuga dalle guerre e dalle carestie dell'Africa verso l'Europa, una storia di solitudine che è anche una ricerca del Sè. Una storia che si svolge attraverso la metafora  di un Canto dell'Inferno della ""Commedia"" di Dante, nel suono straziante di un violoncello ispirato dal Jazz. Con un finale aperto. 
(N.B. se è necessaria la traduzione in tedesco sarà inviata successivamente)";adrianaamodei.com;"3',50"" ";hgk;cc-by;cat/186.00008.med.png;cat/186.00015.med.png;cat/186.00022.med.png
187;"Mat  Branger";2017;(1977);"lumi - traumwesen";Medienexperiment;"lumi is playing with light, shadow and bodymovements 
combining shadow theater, dance and video projection mapping in a fresh and exciting way.

lumi is an independent artistic dance collective founded 2015 in mexico by the finnish-mexican dancer Eréndira Cañedo Lohikoski [erendira reindeer] & swiss-african audiovisual artist Mat Branger [dsu ranger]. The two artist live in Basel (CH) and Barcelona (E)";https://www.facebook.com/lumiperformance/;"ca. 22:00";internet;cc-by;cat/187.00008.med.png;cat/187.00015.med.png;cat/187.00022.med.png
193;"Judith  Moldovanyi";2017;(1959);"Parallels ( Ausschnitt aus Puzzle & Parallels)";Kunstvideo;"Als Ton dient eine Studioaufnahme des von mir geschriebenen und gespielten Stückes ""Parallels"",
Als Hintergrundfilm sieht man einen Ausschnitt eines von mir gemalten Bildes in Bewegung mit zwei eingeblendeten Köpfen desselben Filmes, und eine Tänzerin;  ein Leintuch ( mit mir darunter) bewegt sich als zweite, parallele,  Ebene dazu.";;02:40;internet;cc-by;cat/193.00009.med.png;cat/193.00017.med.png;cat/193.00025.med.png
194;"Samuel  Eugster";2016;(1938);"3 von 17 Visionen des Herrn K''''";Kunstvideo;"Im Kunstfilm "" 3 von 17 Visionen des Herrn K'''' erfand ich mit meiner eigen entwickelten Animationstechnik eine fantastische Geschichte, in der sich Realität und Fiktion die Waage halten. Aus den drei Ansichten desselben gigantisch zerknüllten, an einem konkreten Ort in Basel gefundenen Plakatfetzens, entwickeln sich die  schwebenden, lachenden, brüllenden Bilder zu diesem dramatischen Poem. Nicht ohne offensichtliche Bezüge zur gegenwärtigen Weltsituation. Herr K  erinnert einerseits an Kafka, kafkaesk. Anderseits steht K'''' für Klaus, St. Nikolaus, den Mythos vom Weihnachtsmann, der uns in seiner grotesken Verfremdung durch unsere effizienten Werbemaschinerien pünktlich zur Weihnachtszeit immer wieder so liebevoll überfällt. 
Idee, Bild, Bildbearbeitung, Animation undText: Samuel Eugster. Sprecher: Michael Buseke. Stimmaufnahmen, Komposition und Ton: Gerhard Huber.";www.samuel-eugster.ch;15:52;hochschulnetz;cc-by;cat/194.00008.med.png;cat/194.00015.med.png;cat/194.00022.med.png
195;"Bianca  Dugaro";2015;(1979);Acht;Kunstvideo;"Eine Person hält konzentriert einen 
Gegenstand  in  den  Händen.  Eine,  zwei  
Kugeln drehen sich scheinbar endlos. 
Die Form ist eine 8. Kugelklangeräusche 
sind hörbar..";www.biancadugaro.net;06:00;hochschulnetz;cc-by;cat/195.00008.med.png;cat/195.00015.med.png;cat/195.00022.med.png
198;"Katrin  Niedermeier";2017;(1978);"Shift of perception";Animation;"this animation called ” shift of perception” is about changing ones perception to it’s own purpose. You could call it Propaganda! It has always existed and will always exist and is very present in our todays life.
Geschichte, die von einer anderen Perspektive aus gezeigt wird, mit kleinen Veränderungen von Mythen und Realitäten  produzieren neue politische und soziale Wirklichkeiten aufgrund veränderter Wahrnehmung der Vergangenheit. Dies ist Teil von Propaganda und nimmt einen enormen Teil unseres täglichen Lebens ein.";Katrinniedermeier.com;"5:59 min";hochschulnetz;cc-by;cat/198.00008.med.png;cat/198.00015.med.png;cat/198.00022.med.png
199;"Sid  Iandovka";2016;(1977);"To Preserve";"Art video";"Here, fragmentary does not precede the whole, but exists beyond and after it, and the only metaphor here is optical.";www.iandovka.com;06:02;hgk;cc-by;cat/199.00008.med.png;cat/199.00015.med.png;cat/199.00022.med.png
200;"Bernadette  Johnson";2016;(1955);"Je suis in the kitchen";sonstiges;"Je suis in the kitchen oder Störung im trauten Heim

Die Köchin rührt und schwingt die Suppe. Aus der Mitte der Küche, vom Herd aus wird eine Küchenlandschaft gezeichnet, wo die Pfannen wackeln und die Suppe brodelt. Sentimentale Lieder erklingen und verstummen, es wird gestikuliert und geträumt..Die Sehnsucht ist gross

„Je suis in the kitchen“ geht von Küchenliedfragmenten aus. 
Küchenlieder wurden vom Personal bürgerlicher Haushalte bei der Verrichtung der Hausarbeit gesungen. In der Komposition habe ich diese historische Gattung der Volkspoesie mit irritierenden Momenten (aktuellem audiovisuellem Material) durchsetzt und damit den sentimentalen Grundton gebrochen. Dabei hat mich das Aufeinanderprallen von „Harmonie“ und „störenden Elementen“ interessiert.

„Je suis in the kitchen“ spürt der Ambivalenz von Ängsten und Sehnsüchten, Haltungen und Gefühlen nach.


Bernadette Johnson 2016";www.bernadettejohnson.ch;03:46;internet;cc-by;cat/200.00008.med.png;cat/200.00015.med.png;cat/200.00022.med.png
202;"Andrea  Iten";2017;(1959);Pula;Kunstvideo;"Pula
Video von Andrea Iten, 2017
Nicht umsonst hat die Vollversammlung der Vereinten Nationen am 28. Juli 2010 über den Zugang zu sauberem Wasser als Menschenrecht abgestimmt.
Pula bedeutet in Setswana Wasser, aber auch Glück und ist die Landeswährung von Botswana. In diesem trockenen Land, das zu Dreivierteln von der Kalahari Wüste überzogen ist, beginnt die filmische Reise mit einem hefigen Gewitter. Pula evoziert Wasser in Bild und Ton, will es hervorlocken und seine wunderbaren Erscheinungsformen feiern. Dunkel blaue Indigostoffe aus Mali und Rajastan sind mit vielfältigen Mustern Zeugen der Stofffärberei, wobei Wasser eine erhebliche Rolle spielt. Im Süden als Meeresbrandung, im Norden als Schnee und Eis wird das Element ganz Protagonistin. Mit einem Gewitter in der Schweiz endet der Zyklus. Pula! Möge es weiterhin Glück und Zufriedenheit regnen.";"www. andreaiten.ch";09:55;;cc-by-nc;cat/202.00008.med.png;cat/202.00015.med.png;cat/202.00022.med.png
204;"Parvez  Imam";2016;(1967);"9-5 Clock";Kunstvideo;"Industrialization is said to responsible for a change in the social perception of time. It also appears to be connected with the way the society has evolved into a consumerist culture with the assumption that 'capital' is the key to everything. It is normal to equate Time with money and eulogize work with phrases like 'working 9-5' or 'work is worship'? Since a time-based-productive-society seems so desirable, I propose to shift the importance of time from each hour to each minute. 

My 9 - 5 clock marks each second with a strobe pulse. The striking, pop colors enforce its presence on the viewer, a step ahead of the strategically placed clocks in work spaces. And, the underlying alarm sounds mark every minute to further impose the exaggerated importance of time.

* Please contact if used as a site-specific installation. 
All projections require sound.";www.parvezimam.net;05:00;;cc-by-nc;cat/204.00008.med.png;cat/204.00015.med.png;cat/204.00022.med.png
205;"Ruth  Buck";2012;(1960);"Come Back to Earth „The March“";sonstiges;"79 Bildern aneinandergereiht, ein Schritt/Fuss von rechts nach links nach- einder, geben den Eindruck eines Marsches durch die unterschiedlichsten Bodenverhältnisse und Situationen und Orte Indiens.
Der dauernde Wechsel der Untergründe, bei jedem weiteren Schritt evoziert eine Welt von Unstabiltät aber auch Reichtum an Diversität von Situationen und Materialien.";http://www.dock-basel.ch/ruth-buck;9.59;hochschulnetz;cc-by;cat/205.00008.med.png;cat/205.00015.med.png;cat/205.00022.med.png
206;"Erich  Busslinger";2015/2017;(1949);Metamorphosis;Animation;"Metamorphosis  
Leib, Körper, Kopf, - Gesicht, Glieder, Hände, - Augenpaare, - Frau, Mann, - Gestalt. Metamorphosis zeigt einen Reigen aus  Sichtbarem und Unsichtbarem, - Spiegelung, Umstülpung, Verwandlung, Ornament, - Phantasma zwischen Traum und Zeit.

Metamorphosis von Erich Busslinger 
Animation | HD Video | 29:40` | ohne Ton | 2015/17 | © 2017 EB 

Präsentationsform: 1-Kanal-Video-Projektion";;29:40;hgk;cc-by;cat/206.00008.med.png;cat/206.00015.med.png;cat/206.00022.med.png
207;"Patrik  Feyfar";2016;(1966);"Wer die Liebe tötet, tötet den Fluss der Kraft";Dokumentation/Dokumentarfilm;"Als Abschlussfilm meines Studiums des Dokumentarfilms an der Filmhochschule FAMU in Prag entsandt über eine Zeit von 12 Jahre eine Sammlung von ca 150 Std. Videomaterial. Angedacht war ursprünglich ein ca. 30min Portrait der bildenden Künstlerin und Butoh Tänzerin Flavia Ghisalberti.Kennengelernt haben wir uns an der ehemaligen Kunstgewerbeschule Basel im 1986, wo Flavia das höhere Lehramt für bildende Kunst und ich selbst die Fachklasse für freies räumliches Gestalten studiert haben.Dieser Film ist bis heute nicht realisiert worden. Vorliegender, unbearbeiteter Zusammenschnitt ist ein Auszug aus einer langjährigen Zusammenarbeit und Freundschaft zwischen Flavia Ghisalberti  mir.";-;"12:25 min";hochschulnetz;cc-by;cat/207.00008.med.png;cat/207.00015.med.png;cat/207.00022.med.png
208;"Susanne  Fankhauser";2017;(1963);ROSA;Kunstvideo;"Der Film ROSA wird im Spiegelbild eines Handspiegels abgespielt und zeigt einen Ausschnitt einer überarbeiteten Aufnahme eines Catwalks. In schneller Abfolge tauchen abwechselnd Gesichter, Linien, Flächen und Muster auf. Dazu wird der Reim aus dem Märchen 'Schneewittchen' mit dem sprechenden Spiegel in 25 Sprachen rhythmisch rezitiert. 
In Interaktion mit dem Film sind dabei entweder klare Stimmen oder einzelne Silben zu hören. Der Begriff 'Schneewittchen' ist durch den Namen 'Rosa' ersetzt und wird in einer Art Mantra ständig wiederholt, bis er zum Mythos wird.";http://www.archivelikeyou.com/susannefankhauser;"00:03:33 - Loop";internet;cc-by;cat/208.00008.med.png;cat/208.00015.med.png;cat/208.00022.med.png
209;"Saskia  Edens";2015;(1975);"Dance of the chromosomes";Kunstvideo;"«Dance of the Chromosoms» ist ein Video, das Lebensprozesse tief im Körperinnern zeigt. Der Ausgangspunkt der Arbeit sind wissenschaftliche Filme, die eine Mitose oder Zellteilung abbilden die danach analog bearbeiten würden. Zugrunde liegt der Arbeit ein Traum, in dem der Künstlerin ihre eigene DNA erschien.";saskiaedens.com;10:30;hochschulnetz;cc-by;cat/209.00008.med.png;cat/209.00015.med.png;cat/209.00022.med.png
211;"Chantale  Demierre";2015;(1982);"Schafe malen";sonstiges;"Das Video zeigt eine aufgenommene Sequenz im Spiel Minecraft. Der Spieler stellt Farbstoff her und färbt damit Schafe ein. Anschliessend vermehrt er die Schafe, wobei die Lämmer die Mischfarbe der Eltern erhalten.";chantale.ch;06:12;internet;cc-by;cat/211.00008.med.png;cat/211.00015.med.png;cat/211.00022.med.png
212;"Parvez  Imam";2017;(1967);"A song for them too";Fiktion;"Them... those who are not us, those who may never get anywhere near an art space, those that may right now be hiding under some debris to avoid bombs or some other killing machine, those who may scrounge for food in dustbins, those who have to struggle every moment to survive it with almost nothing... and so on it goes.  How does one make a song for them?";www.parvezimam.net;12:40;hochschulnetz;cc-by-nc;cat/212.00008.med.png;cat/212.00015.med.png;cat/212.00022.med.png
213;"Silvia  Popp";2017;(1977);"Protest Übungen";Kunstvideo;"Die Wichtigkeit vom Unbequemen üben, damit man für den Ernstfall gewappnet ist.";www.boutique-pamela.ch;9:49;hochschulnetz;cc-by;cat/213.00008.med.png;cat/213.00015.med.png;cat/213.00022.med.png
214;"Magda  Drozd / Claudia Stöckli";2017;"(1987 / 1976)";"A Void In Voices / On Voyage / Tokyo";Kunstvideo;"The Video is the first video work of the project A Void in Voices and combines music and visual material. 
‘A Void In Voices’ is a sound and music performance project that came into existence through the urge to speak out what makes us feel uneasy. In a subtile way it encourages to raise the voice. It was shown in different art spaces in Switzerland and in June 2017 for the first time in Tokyo. The artists Claudia Stöckli and Magda Drozd work with sound fragments, loops, voices from archives and present voices, own texts, digital and analog music and create for every performance a new setting that deals with current political, social, feminist issues or personal desires. The Video invites the audience to dive into a spheric sound scape that makes new connections, plays with narratives and searches for the hidden.";"wir schicken das Video gerne über Wetransfer";"21 min 11sec";internet;cc-by;cat/214.00008.med.png;cat/214.00015.med.png;cat/214.00022.med.png
216;"Parvez  Imam";2016;(1967);Division;Kunstvideo;"The video playfully juxtaposes opposing words, commonly used to construct identities. Each word denotes a socially acknowledged marker. The narrative moves along a presumed timeline of life, as if locating an individual as 'productive’ or ‘non-productive’ - cog in the wheel or a thorn - in an assumed cycle of productivity, leading up to the ‘us’ and ‘them’ paradigm. The sound track uses mundane and commonplace sounds, to support the narrative.";www.parvezimam.net;02:04;;cc-by-nc;cat/216.00009.med.png;cat/216.00017.med.png;cat/216.00025.med.png
217;"Monika  Rechsteiner";2016;(1971);Trigger;Kunstvideo;"trig·ger [ˈtrɪgəәʳ, Am -ɚ] SUBST: Auslöser, Abzug
Eine Kamera tastet sich durch die Wirren einer Industrieruine. Was sucht sie?
Eine Perspektivcollage auf visueller und akustischer Ebene.


Regie, Kamera, Montage: Monika Rechsteiner
Ton: Marcus Göppner (FidaFlow), Monika Rechsteiner";www.echtzeitverdichtung.org;08:24;internet;cc-by;cat/217.00008.med.png;cat/217.00015.med.png;cat/217.00022.med.png
218;"Patrik  Feyfar";2016;(1966);"La mort existe";Dokumentation/Dokumentarfilm;"Die von der bildenden Künstlerin und Butoh Tänzerin Flavia Ghisalberti mitbegründete Butohtruppe ""in between"", diskutiert nach einem Unfall auf der Bühne fragen zu Intensität und Todesgefahr ihrer Darbietungen.";;"08:23 min";hochschulnetz;cc-by;cat/218.00008.med.png;cat/218.00015.med.png;cat/218.00022.med.png
219;"Irene  Maag";2017;(1972);Grenzgang;Dokumentation/Dokumentarfilm;"Für ihre Performance / Installation Grenzgang verwendet Irene Maag alltägliche und ortspezifische Materialien. Diesmal ein Werkstoff, den sie im Kraftwerk Augst entdeckt hat: Pressballen mit in Plastik abgepackten, farbigen Putzlappen. Mehrere Paletten dieser Ballen sind zu einer Skulptur im Raum aufgeschichtet. Während ihrer Performance, bei der sie einen kontrollierten Sturzflug am grossen Lastenkran vollführt, wird das Bollwerk zum Einsturz gebracht. Die Künstlerin bearbeitet die Ruine zu einer bunten Installation aus Stoff. Die einzelnen Lappen werden zusammengeknotet, sowie zu Patchwork-Flag-gen verarbeitet, die in der Ausstellung aufgehängt werden. Indem sie ihre Skulptur öffentlich demoliert, baut sie gleichzeitig daraus eine befreite Alternative. Sie wird damit zur Grenzgängerin und proklamiert mit den Flaggen schweigend neue Patchwork-Staaten. Während der gesamten Ausstellungsdauer bleibt das Material als Relikt der Performance und als sich verändernde Installation sichtbar. (Text Alice Wilke)

Grenzgang, 2017
Performance / Installation von Irene Maag mit
4,5t Stoffballen";www.irenemaag.ch;"5 min";internet;cc-by;cat/219.00008.med.png;cat/219.00015.med.png;cat/219.00022.med.png
220;"Sabrina  Davatz";2017;(1976);"Das grosse Panorama";Installation;"Die Arbeit ist ein Resultat meiner Untersuchung einer Sammlung von touristischen Amateurfilmen aus den 1960er bis 1980er Jahren zum subjektiven Blick auf das umgebende Andere und der eigenen Einschreibung in einen fremden Ort anhand eines technischen Geräts. Die Filme habe ich auf ihre Struktur, ihren erzählerischen Gehalt, ihre kulturelle Einbettung und ihre Bedeutung analysiert und experimentell bearbeitet. Das grosse Panorama besteht aus verschiedenen Panoramaschwenks.";;"4:47 (ein Durchgang, Arbeit läuft im Loop)";hochschulnetz;cc-by;cat/220.00008.med.png;cat/220.00015.med.png;cat/220.00022.med.png
221;"Dominik   Mendelin / Dérick  Moulin";2017;"(1990 )";Gleisgejääse;Animation;"Aus einem Video, dass ich aus einem fahrenden Zug mit Sicht auf die Gleise gemacht habe, entwickelten Dérick Moulin und ich eine Stopmotion-Überführung mit Papierstreifen, die die Bewegungen der Gleise aufnimmt und weiterentwickelt.";;1:56;internet;cc-by;cat/221.00008.med.png;cat/221.00015.med.png;cat/221.00022.med.png
222;"Mimi  von Moos";2016;(1969);"in visible";Kunstvideo;"das Video besteht aus einer Kamerafahrt durch das ganze Hafengelände von Rotterdam. Es handelt
sich hierbei um den grössten Hafen Europas; er erstreckt sich vom Stadtzentrum aus über 40 Kilometer bis zur Maasvlakte eins und zwei. Das ist der Name für den neuesten Teil des Hafens. Er wurde buchstäblich auf Sand gebaut.
Der Audioteil des Videos besteht aus gelesenen Textpassagen aus dem Buch „Le cità invisibili“ von Italo Calvino. Die Texte werden in 8 verschiedenen Sprachen, von verschiedenen Sprechern gelesen und zum Teil synchron über das Video gelegt. 
In dieser fiktiven Erzählung lässt sich der Mongolenherrscher Kublai Khan von seinem Kundschafter
und Freund Marco Polo von Städten in seinem Reich berichten, die er zwar erobert, selbst jedoch nie besucht hat. Bei Marco Polo’s, respektive Calvinos’s Schilderungen handelt es sich aber eher um eine poetische Beschreibung von Stadtmorphologien, gesellschaftlichen Situationen oder wirtschaftlichen Gefügen (Hafenstädte sind darin ein wiederkehrendes Element). Die Schilderungen werden immer beklemmender. Es zeichnet sich eine von Zerfall und Untergang bedrohte Welt ab, die der unseren immer ähnlicher wird.

Das Video wurde 2016 mit Unterstützung von Kulturelles BL produziert.";www.mimivonmoos.net;"17 min. 25 sec.";hochschulnetz;cc-by;cat/222.00008.med.png;cat/222.00015.med.png;cat/222.00022.med.png
223;"Dominik  Mendelin";2016;(1990);"well done";sonstiges;"Ein leerer Super-8-Streifen wurde von mir verkratzt und bemalt. Dieser, sowie ein ein zweiter gefundener Super-8-Streifen, welcher einen Mann in einem Garten zeigt, wurden digitalisiert, überlagert und auf eine Tonspur abgemischt. Der Kurzfilm soll das Gefühl des Geschafft-Habens, des Genügens in eine Atmosphäre überführen.";;1:59;internet;cc-by;cat/223.00008.med.png;cat/223.00015.med.png;cat/223.00022.med.png
224;"Patrik  Feyfar";2016;(1966);"""Provokation""";Dokumentation/Dokumentarfilm;"Die bildende Künstlerin und Butohtänzerin Flavia Ghisalberti mit einem Ihrer Russischen Butohschüler in zarter und ekstatischer Sinnlichkeit.";;08:30;hochschulnetz;cc-by;cat/224.00008.med.png;cat/224.00015.med.png;cat/224.00022.med.png
227;"Irene  Maag / Daniel Meier";2016;"(1972 / ?)";Litfaßsäule;Dokumentation/Dokumentarfilm;"Litfaßsäule (Hommage an Pink Panther)
Aktion von Irene Maag und Vagabunt im Rahmen von DiSTINKTion?!
25.9.2016
Basel, Villa Renata
Gruppen-Ausstellung Habitus
Dauer: ca. 10 Min.
Video: Patrick Steffen
Foto: Sandra Rau

Irene Maag und Vagabunt führen den Zeichentrickfilm Pink Panther mit der Litfaßsäule auf. Vagabunt (Pink Panther) malt die Säule pink an und Irene Maag (“Weisser Mann”) gleichzeitig gegenüber dunkelblau. So entsteht durch die Sisyphusarbeit der beiden eine art Verfolgungsjagd und ein zweifarbiges Bild.

DiSTINKTion?!
Irene Maag und Vagabunt (Daniel Meier) bemalen und besprayen Transparente und Kartons und platzieren diese im und am Haus und in der Ausstellung. Es entstehen Slogans, Schablonenkunst, installative Interventionen, Gespräche und Performances. So zum Beispiel Litfasssäule (Hommage an Pink Panther) von Irene Maag und Vagabunt sowie Sitzen in Pink von Vagabunt.
Irene Maag und Vagabunt untersuchen, hinterfragen und transferieren damit persönliche, soziale, politische, gesellschaftliche und künstlerische Zugehörigkeit sowie bestehende Besitzverhältnisse.";www.irenemaag.ch;4:33;hochschulnetz;cc-by;cat/227.00008.med.png;cat/227.00015.med.png;cat/227.00022.med.png
228;"Irene  Maag";2016;(1972);Stabstreffen;Kunstvideo;"Stabstreffen 
Performancevideo, 4:58 Min.
Rahmenprogramm Performancepreis Schweiz 2016 in Lupsingen beim geografischen Mittelpunkt des Kantons Baselland
August 2016, Schaufenster Kulturhaus Palazzo
Performance: Irene Maag und Carmen Casty
Video: Muriel Kunz 
Konzept, © und Videostills: Irene Maag

Beschrieb Stabstreffen
„Keine halben Sachen!“ schrieb Irene Maag als Manifest und erstes Konzept für das Rahmenprogramm des Performancepreis Schweiz 2016 und meinte damit auch keine Halbkantonsmittelpunkts-Feierlichkeiten im Namen der Kultur, da im kulturellen Bereich Stadt und Land zusammen gehören, sich gegenseitig bedingen und ein austariertes Gefüge bilden. Im Video Stabstreffen wird eine potenzielle Wiedervereinigung bei der Basel zelebriert. Ein Baselbieter- und ein Baslerstab wandern zusammen bei Lupsingen durch die Landschaft und finden unter anderem ihren gemeinsamen neuen Mittelpunkt (welcher im Kanton Solothurn in der Nähe von St. Pantaleon liegt!)

Rahmenprogramm Performancepreis Schweiz 2016 in Lupsingen: 
Mittelpunkte finden
Irene Maag wurde eingeladen, sich im Vorfeld und Rahmen des Performancepreis Schweiz 2016 in Form von künstlerischen Aktionen thematisch mit Lupsingen, dem Kantonsmittelpunkt Basel-Landschaft bei Lupsingen und/oder den Einwohnerinnen von Lupsingen auseinanderzusetzen. Dabei entstanden die Performancevideos Nabel meiner Welt und Stabstreffen, die Liveperformance StabstreffenTeil ll mit Ainhoa Maag, sowie das Kunstvermittlungsprojekt Mittelpunkte finden. Hintergrund der Arbeiten ist einerseits die Überlegung, dass Mittelpunkte Definitionssache sind. Andererseits drängten sich Fragen auf: Welche Art Mittelpunkte bewegen einen persönlich und wo ist die eigene Mitte?";www.irenemaag.ch;4:58;hochschulnetz;cc-by;cat/228.00008.med.png;cat/228.00015.med.png;cat/228.00022.med.png
229;"Bianca  Dugaro";2017;(1979);"Es liegt Gold in der Luft (aus der Serie: Nanokosmos, eine Untersuchung)";Kunstvideo;"Wissenschaftlich werden Nanoteilchen gezielt eingesetzt, um bestehende Eigenschaften von Materialien zu verbessern und um neue hervorzubringen. Diese unfassbaren Partikel agieren und reagieren im menschlichen Alltag, sind jedoch für unser Auge unsichtbar. 

Interessant für eine Versuchsanordnung im künstlerischen Kontext sind diese unsichtbaren Teilchen als solche. Das Experiment besteht darin, assoziativ, ohne bestimmte Erwartung eine wissenschaftliche Laborsituation performativ durchzuführen. Immer dem gleichen Ver-suchsaufbau folgend und den Prozess durch die fotografische Linse über einen bestimmten Zeitraum festgehalten, imitiert diese Handlungen, Arbeitsweisen und Materialien aus dem Labor nach. Das Bildvokabular weckt Assoziationen zu skalierten Welten aus Biologie und Physik.";biancadugaro.net;02:30;hochschulnetz;cc-by;cat/229.00008.med.png;cat/229.00015.med.png;cat/229.00022.med.png
230;"Susanne  Hofer";2016;(1970);"Ship steady";Kunstvideo;"Ein Segelschiff fährt ins Bild. Anders als erwartet, überquert es nicht die Wasserfläche, sondern bleibt an Ort stehen und zieht den Hintergrund zu sich.";"www.susannehofer.ch Werk:https://www.susannehofer.ch/Site/Ship+steady";01:50;hochschulnetz;cc-by;cat/230.00008.med.png;cat/230.00015.med.png;cat/230.00022.med.png
231;"Irene  Maag";2016;(1972);"Maag on Mars";Kunstvideo;"Maag on Mars
Performancevideo, 15:13 Min.
Konzept, Performance, Video: © Irene Maag 2016
Material: Kürbis, 2 Vuvuzelas, Body
Videostill: Irene Maag

Irene Maag schreitet in einem hautfarbenen Body, mit einem Kürbiskopf und zwei Vuvuzelas in verschiedene Richtungen gehend als Marsmensch über ein Feld auf dem Bruderholz oberhalb Reinach BL. Durch die Video-Schnittechnik taucht sie dabei jeweils aus dem Nichts auf und verschwindet ebenso mysteriös. Die beiden Vuvuzelas als bewegliche, körpererweiternde Elemente dienen als Sender, Sprachrohr, Empfänger, Fühler, Pseudo Hör- und Sehinstrumente, Trophäe und Wünschelruten.

sowie als Live-Performance mit dem Kollektiv Greenfiltration
Être tout sauf
26. 9. 2015
Genf, Jardin Mobile
Dauer: ca. 30 Min.
Être tout sauf… Alles andere sein als...
Irene Maag und Sibylle Völkin (Kollektiv Greenfiltration) sind in ihrer neuen Performance ""Être tour sauf"" als eigenartige Wesen unterwegs. Sie erforschen, was sich für Handlungsspielräume eröffnen, wenn man sein eigenes Verhaltensrepertoire erweitert, gesellschaftliche Konventionen unterwandert und zivilen Ungehorsam kultiviert.";www.irenemaag.ch;15:13;hochschulnetz;cc-by;cat/231.00008.med.png;cat/231.00015.med.png;cat/231.00022.med.png
